Sentence,Emitens,Tweet Date,Sentiment
"Bank Rakyat Indonesia (BBRI) atau BRI membocorkan kisi-kisi besaran dividen tahun buku 2023, yang akan dibagikan kepada para pemegang saham. [URL] [HASHTAG] [HASHTAG] [HASHTAG]","('BBRI',)",12/02/2024,Positive
Saham BBRI Cetak All Time High Usai Diborong Investor Asing [URL],"('BBRI',)",12/02/2024,Positive
Badan Penyelenggara Jaminan Sosial (BPJS) Ketenagakerjaan [USERNAME] menjadi pemegang saham terbesar ke-9 saham BBRI [USERNAME]. [URL],"('BBRI',)",10/02/2024,Positive
"beli BBRI karena dia salah satu dari big 4 bank indo yg sekarang harga saham nya lagi murah dan diskon"" dan emg terbukti sejak 2 minggu beli, langsung dapet capital gain 3%an. saham big 4 bank juga cocok buat capital gain jangka panjang.""","('BBRI',)",09/02/2024,Positive
"kalo banyak banyakkan koleksi sepatu new balance ato salomon, gue kalah tapi kalo banyak banyakkan koleksi lot saham BBRI, keknya gue menang menyala abangkuhh ÅEÅEÅEÅEÅEÅEÅE• wkwk..","('BBRI',)",08/02/2024,Positive
"Masuk Zona Bullish, Prospek Saham BBRI Cerah [URL]","('BBRI',)",07/02/2024,Positive
"Per pukul 10:22 WIB, saham BBRI menanjak 0,86% ke posisi harga Rp 5.875/unit. Bahkan, saham BBRI kembali mencetak rekor tertinggi barunya (all time high/ATH). Adapun terakhir BBRI mencetak ATH yakni pada perdagangan 12 Januari lalu di Rp 5.850/unit. [URL]","('BBRI', 'BBRI', 'BBRI')",07/02/2024,Positive
packing sambil liat bursa saham.. wihh BBRI kuu.. ÅEÅE•∞ÅEÅE•∞ [URL],"('BBRI',)",07/02/2024,Positive
"Laporan Keuangan Tahun 2023 PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) telah dipublikasikan. Pendapatan BBRI meningkat 17,86% &amp Laba Bersih yang Dapat Diatribusikan Kepada Pemilik Entitas Induk meningkat 17,45% dibandingkan dengan tahun sebelumnya. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BBRI', 'BBRI')",06/02/2024,Positive
Gokil! Hari Ini Saham BBRI Sempat Sentuh Rekor Baru Rp 5.900 [URL],"('BBRI',)",06/02/2024,Positive
Saham BBRI Cetak Rekor Tertinggi di Intraday Hari Ini [URL],"('BBRI',)",06/02/2024,Positive
Saham BBRI hingga TOWR Tekan Indeks Bisnis-27 [URL],"('BBRI', 'TOWR')",05/02/2024,Neutral
"Saham BBRI tembus target harga, profit sampai 3,14%. Yuk, cek rekap mingguan Stock Pick Bareksa di video ini!ÅEÅE® [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BBRI',)",03/02/2024,Positive
"Masing-masing pemain dan official Timnas U-20 mendapat 200 lembar saham BBRI, praktis menjadi investor Bank Rakyat Indonesia (BRI). [URL] [HASHTAG] [HASHTAG] [HASHTAG]","('BBRI',)",02/02/2024,Neutral
"Alhamdulillah hold terus udh dpet dividen saham cuan 8% akibat orang sabar, kira-kira ini bisa tembus 6000 nggak ya apa jual dlu ÅEÅEÅEÅE [HASHTAG] [URL]",(),02/02/2024,Positive
"3hari lalu lagi iseng liat saham, liat grafik asii bener2 anjlok abis harganya jadi kyk pas jauh sblm covid. Beli lah 10 lot, 3 hari naek 7,56% busetÅEÅEÅEÅE bbri juga lagi 3 hari naik hmor 5% hoki bgt padahal ga analisa apa2. Liat ya bertahan berapa lama sampe di acak2 lgÅEÅE•¥ [URL]",(),02/02/2024,Positive
"Diborong Investor Asing, Saham BBRI Melesat 50 Poin ke Rp5.750 [URL]","('BBRI',)",01/02/2024,Positive
shm! Mending sell BBRI trus buy ITMG buat deviden gak ya? Rencananya bukan buat jangka panjang dan udah profit 4%,"('BBRI', 'ITMG')",01/02/2024,Neutral
SHM! BBRI masih oke masuk sekarang atau tunggu di 5700 ya kira-kira? Terimakasih.,"('BBRI',)",01/02/2024,Neutral
"Investor Asing Net Buy Rp1,52 T, Saham BBRI dan BBNI Jadi Incaran [URL]","('BBRI', 'BBNI')",01/02/2024,Positive
"IHSG Tanpa January Effect, Saham BBRI, BBNI, GOTO Kasih Cuan [URL]","('BBRI', 'BBNI', 'GOTO')",31/01/2024,Positive
"[USERNAME] Laba BRI 2023 Tembus Rp60,4 Triliun. Mantap labanya bisa tembus segitu. Apakah ini saatnya buat beli saham BBRI biar ikut kecipratan [HASHTAG]","('BBRI',)",31/01/2024,Positive
View IHSG ASII BBRI BREN CGAS GOTO JSMR PGAS PTMP PTBA SMGA [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],"('ASII', 'BBRI', 'BREN', 'CGAS', 'GOTO', 'JSMR', 'PGAS', 'PTMP', 'PTBA', 'SMGA')",31/01/2024,Neutral
"Saham BBRI Melesat 1,78%, Kinerja 2023 Cemerlang Diapresiasi [URL]","('BBRI',)",31/01/2024,Positive
"Indeks Bisnis-27 Dibuka Menguat, Saham BBRI, JSMR, BBNI Kompak Hijau [URL]","('BBRI', 'JSMR', 'BBNI')",31/01/2024,Positive
"IHSG Dibuka Menguat Saham BBNI, BBRI, PTBA Melaju Kencang [URL]","('BBNI', 'BBRI', 'PTBA')",31/01/2024,Positive
"Phintraco Sekuritas memprediksi IHSG hari ini melanjutkan penguatan, merekomendasikan enam saham dijagokan cuan, salah satunya BBRI [URL] [HASHTAG] [HASHTAG] [HASHTAG]","('BBRI',)",30/01/2024,Positive
"IHSG Diramal Kembali Naik, Saham ASII, BBRI, GOTO Direkomendasikan [URL]","('ASII', 'BBRI', 'GOTO')",30/01/2024,Positive
Salah satunya adalah PT Bank Rakyat Indonesia (Persero) Tbk emiten berkode BBRI yang berhasil meraih kinerja keuangan dan kinerja saham yang positif sepanjang tahun 2023. [HASHTAG] [HASHTAG],"('BBRI',)",30/01/2024,Positive
"IHSG Ditutup Lesu saat Inflasi Naik, Saham BBCA-BBNI Merah [URL]","('BBCA', 'BBNI')",01/03/2024,Negative
"Market UpdateÅE¨®ÅEΩ® IHSG melemah 0,17% atau berkurang 12,53 poin menjadi 7.316,111 Saham pilihan Tim Analis Bareksa untuk ide trading hari ini, Jumat (1/3): $MEDC $TKIM $BBNI [URL]","('MEDC', 'TKIM', 'BBNI')",01/03/2024,Negative
"Mirae memprediksi IHSG hari ini konsolidasi, rekomendasikan peluang cuan ada di MAPI, ACES dan BBNI. [URL] [HASHTAG] [HASHTAG] [HASHTAG]","('MAPI', 'ACES', 'BBNI')",01/03/2024,Positive
[USERNAME] BBNI. Undervalue pas covid,"('BBNI',)",29/02/2024,Neutral
"[USERNAME] inget, karna dipasang di header akun ini. alasannya utk PTPP ada hype saham konstruksi pas JKW menang jd presiden, BBNI yg 'selalu' undervalue, dan PTBA kasih dividen besar","('PTPP', 'BBNI', 'PTBA')",29/02/2024,Neutral
"Ajaib Sekuritas memprediksi IHSG hari ini menguat terbatas, rekomendasikan tiga saham berpotensi cuan gede. Salah satunya BBNI. [URL] [HASHTAG] [HASHTAG] [HASHTAG]","('BBNI',)",29/02/2024,Positive
"IHSG Berpeluang Menguat, Analis Rekomedasikan Saham BBNI hingga ITMG [URL]","('BBNI', 'ITMG')",28/02/2024,Positive
"Phintraco Sekuritas memprediksi IHSG hari ini lanjutkan penguatan, rekomendasikan intip strategi cuan enam saham, salah satunya BBNI [URL] [HASHTAG] [HASHTAG] [HASHTAG]","('BBNI',)",28/02/2024,Positive
"[USERNAME] Selamat siang mas, boleh bertanya sedikit gaa? Kalau saya beli saham BBNI sekarang, apakah nanti dapat dividen juga? Makasih sebelumnya mas maaf ganggu","('BBNI',)",28/02/2024,Neutral
"Rasio ini menjadi yang terbaik di Bursa Efek Indonesia tahun 2023, dan BBNI menjadi Top-7 emiten dengan tingkat likuiditas perdagangan (turnover) terbesar, total trading value mencapai Rp63 triliun. Dengan penguatan saham BBNI sepanjang tahun ini akan mendorong BNI untuk mencaat","('BBNI', 'BBNI')",28/02/2024,Positive
"BNI Hi-Movers, perdagangan di BEI 2023 resmi ditutup hari ini. Saham BNI mengalami penguatan positif sepanjang tahun. Saham BBNI ditutup pada harga Rp5.375 per lembar atau naik 16,5% secara Year to Date (YTD), dengan nilai kapitalisasi pasar mencapai Rp200,5 triliun. Peningkatan [URL]","('BBNI',)",28/02/2024,Positive
"Market UpdateÅE¨®ÅEΩ® IHSG ditutup naik 0,02% di level 7.285,32 ditopang penguatan saham sektor teknologi, transportasi dan logistik, serta energi. Saham pilihan rekomendasi Tim Analis Bareksa untuk trading hari ini: $ASSA $AKRA $BBNI [URL]","('ASSA', 'AKRA', 'BBNI')",28/02/2024,Positive
"Trading Selasa (27/02/2024)ÅEÅEÅEÅE∂ÅE ÅEÅEÅEÅEÅE´ BBNI, KLBF, BREN, TPIA, ARKO, dan AMRT IHSG Technical ViewÅEÅEÅEÅEÅEÅE IHSG ditutup turun 0.15% kemarin, dan disertai dengan net sell asing ~913 Miliar. Saham yang paling banyak dijual asing adalah BBCA, BMRI, ADRO, TLKM, dan KLBF.","('BBNI', 'KLBF', 'BREN', 'TPIA', 'ARKO', 'AMRT', 'BBCA', 'BMRI', 'ADRO', 'TLKM', 'KLBF')",27/02/2024,Negative
"Phintraco Sekuritas memprediksi IHSG hari ini kembali konsolidatif, rekomendasikan peluang cuan ada di lima saham. Salah satunya BBNI. [URL] [HASHTAG] [HASHTAG] [HASHTAG]","('BBNI',)",26/02/2024,Positive
"Trading Senin (26/02/2024)ÅEÅEÅEÅE∂ÅE ÅEÅEÅEÅEÅE´ BBRI, BMRI, TLKM, BBTN, FILM, dan BRIS IHSG Technical ViewÅEÅEÅEÅEÅEÅE IHSG ditutup turun 0.61% Jumat lalu, dan disertai dengan net sell asing ~1.37 Triliun. Saham yang paling banyak dijual asing adalah BMRI, BBRI, TLKM, BBNI dan BBCA.","('BBRI', 'BMRI', 'TLKM', 'BBTN', 'FILM', 'BRIS', 'BMRI', 'BBRI', 'TLKM', 'BBNI', 'BBCA')",26/02/2024,Negative
"Akum terus nih asing, uhuy ÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅE∂ Apa sih yang ditunggu? Yuk ikutan referral Bluechip bisa dapat saham ÅEÅEÅEÅEΩ§ÅEΩ©ÅEÅEÅEÅEÅE•ÅEÅEÅEÅEÅE∂ [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",(),26/02/2024,Positive
ÅEÅEÅEÅEÅEÅETop 3 Emiten Banks pilihan gw: 1. BBCA 2. BBNI 3. BBRI Kalian apa?,"('BBCA', 'BBNI', 'BBRI')",25/02/2024,Positive
"Trading Jumat (23/02/2024)ÅEÅEÅEÅE∂ÅE ÅEÅEÅEÅEÅE´ BMRI, SMGR, GJTL, TLKM, ADMR, BREN IHSG Technical ViewÅEÅEÅEÅEÅEÅE IHSG ditutup turun 0.13% kemarin, dan disertai dengan net sell asing ~413 miliar. Saham yang paling banyak dijual asing adalah BMRI, BBRI, BBCA, ASII, dan BBNI.","('BMRI', 'SMGR', 'GJTL', 'TLKM', 'ADMR', 'BREN', 'BMRI', 'BBRI', 'BBCA', 'ASII', 'BBNI')",23/02/2024,Negative
Kabar Terbaru dari BBNI Soal Lepas Saham BRIS [URL],"('BBNI', 'BRIS')",21/02/2024,Neutral
"Trading Idea Rabu (21/2/2024)ÅEÅEÅEÅE∂ÅE ÅEÅEÅEÅEÅE´ MEDC, MAPI, ADRO, BREN, ICBP, dan ARTO IHSG Technical ViewÅEÅEÅEÅEÅEÅE IHSG ditutup naik 0.77% kemarin, dan disertai dengan net buy asing ~1.29 Triliun. Saham yang paling banyak dibeli asing adalah BBRI, TLKM, BBCA, BBNI, dan GOTO.","('MEDC', 'MAPI', 'ADRO', 'BREN', 'ICBP', 'ARTO', 'BBRI', 'TLKM', 'BBCA', 'BBNI', 'GOTO')",21/02/2024,Positive
Bank Negara Indonesia (BBNI) membangun gedung di kawasan bisnis dan komersial Central Business District (CBD) PIK 2 (PANI) [URL] [HASHTAG] [HASHTAG] [HASHTAG],"('BBNI', 'PANI')",20/02/2024,Neutral
Dirut BNI (BBNI) Buka Suara soal Rencana Divestasi Saham BSI (BRIS) [URL],"('BBNI', 'BRIS')",20/02/2024,Neutral
"Last, Buy BBNI. Saham perbankan ini secara teknikal membentuk Throwback berpotensi terjadi penguatan Area beli terbaiknya pada range 5800-6000 dan Stoploss jika Closing di bawah level 5750 yaa Good luck TemanDX! [URL]","('BBNI',)",20/02/2024,Positive
Akum jumbo big banks with all time high baru ÅEÅEÅEÅEΩ•ÅEΩ∞ saham bank jagoan ku ÅEÅEÅEÅEÅE• Jangan lupa ada promo referal Bluechip dapat saham [HASHTAG] hingga [HASHTAG] loh! [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],(),19/02/2024,Positive
"Trading Jumat (16/02/2024)ÅEÅEÅEÅE∂ÅE ÅEÅEÅEÅEÅE´ FILM, BREN, ACES, JSMR, MEDC, KLBF IHSG Technical ViewÅEÅEÅEÅEÅEÅE IHSG ditutup naik 1.3% kemarin, dan disertai dengan net buy asing ~2.33 Triliun. Saham yang paling banyak dibeli asing adalah BMRI, BBCA, BBRI, BBNI dan TLKM.","('FILM', 'BREN', 'ACES', 'JSMR', 'MEDC', 'KLBF', 'BMRI', 'BBCA', 'BBRI', 'BBNI', 'TLKM')",16/02/2024,Positive
"Sentuh Rp6.225, Saham BBNI Kembali Pecah Rekor Tertinggi [URL]","('BBNI',)",15/02/2024,Positive
IHSG diramal bisa terbang 2% akibat adanya kenaikan EIDO yang sudah naik terlebih dahulu pasca Pemilu pada Rabu (14/2) yang berlangsung aman dan damai. Tim Analis Bareksa merekomendasikan beberapa saham pilihan berikut: $BBNI $ULTJ $BSDE $ADMR $SMGR [URL],"('BBNI', 'ULTJ', 'BSDE', 'ADMR', 'SMGR')",15/02/2024,Positive
"IHSG Technical ViewÅEÅEÅEÅEÅEÅE IHSG ditutup turun 1.2% selasa lalu, tapi disertai dengan net buy asing ~1.12 Triliun. Saham yang paling banyak dibeli asing adalah BBRI, BMRI, BBCA, BBNI dan ASII.","('BBRI', 'BMRI', 'BBCA', 'BBNI', 'ASII')",15/02/2024,Positive
"PT Bank Negara Indonesia (Persero) Tbk (BBNI) telah memublikasikan Laporan Keuangan Tahun 2023. Pendapatan BBNI tumbuh 12,46% dan Laba Bersih Diatribusikan Kepada Pemilik Entitas Induk meningkat 14,18% dibandingkan dengan periode yang sama pada 2022. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BBNI', 'BBNI')",13/02/2024,Positive
"IHSG Technical ViewÅEÅEÅEÅEÅEÅE IHSG ditutup naik 0.86% kemarin, dan disertai dengan net buy asing ~1.8 Triliun. Saham yang paling banyak dibeli asing adalah BBRI, BMRI, BBCA, TLKM dan BBNI.","('BBRI', 'BMRI', 'BBCA', 'TLKM', 'BBNI')",13/02/2024,Positive
"Harga saham BNI (BBNI) kembali menyentuh all time high (ATH), kemarin. Analis mematok target harga tinggi untuk saham BBNI. [URL] [HASHTAG] [HASHTAG] [HASHTAG]","('BBNI', 'BBNI')",12/02/2024,Positive
"Ngebut, Saham BBNI Cetak Rekor di Penutupan Bursa [URL]","('BBNI',)",12/02/2024,Positive
"Tembus Rp5.925, Saham BBNI Pecah Rekor Tertinggi Lagi [URL]","('BBNI',)",12/02/2024,Positive
"Ketiga BBNI. Secara teknikal, Terbentuk Rising Wedge sehingga ada potensi terjadinya Break Out pada saham Banks ini. Kamu bisa buy di area terbaik pada range 5750-5850, stoploss jika closing di level 5350 [URL]","('BBNI',)",12/02/2024,Positive
"IHSG Technical ViewÅEÅEÅEÅEÅEÅE IHSG ditutup turun 0.17% kemarin, tapi disertai dengan net buy asing ~1.3 Triliun. Saham yang paling banyak dibeli asing adalah BBRI, BMRI, BBCA, TLKM dan BBNI.","('BBRI', 'BMRI', 'BBCA', 'TLKM', 'BBNI')",12/02/2024,Positive
$CUAN meraih pinjaman dari $BBNI untuk mengakuisisi 34% saham $PTRO dengan nilai total rencana transaksi sebesar Rp940 miliar (Bisnis),"('CUAN', 'BBNI', 'PTRO')",12/02/2024,Neutral
CUAN meraih pinjaman dari BBNI untuk mengakuisisi 34% saham PTRO dengan nilai total rencana transaksi sebesar Rp940 miliar.: Bisnis,"('CUAN', 'BBNI', 'PTRO')",12/02/2024,Neutral
"[USERNAME] Minta mentah aja buat nabung reksadana sama saham. Ya bis BBCA,BBNI,BBRI,BMRI masing-masing 50-100 lot aja. Biar mandirigk minta jajan seringÅEÅEÅEÅEΩ§ÅEΩ£ÅEÅEÅEÅEΩ§ÅEΩ£ÅEÅEÅEÅEΩ§ÅEΩ£","('BBCA', 'BBNI', 'BBRI', 'BMRI')",09/02/2024,Positive
"[USERNAME] [USERNAME] Pertama ga semua bumn itu 100% pelayanan, Banyak bumn yang emang sudah sebagian besar bisnisnya memang ngejar profit karena banyak swasta yang bermain disitu.. Menurutku bumn jenis itu yg dibuat IPO... Misal BBNI itu bumn tapi segmennya ga murni pelayanan tp profit juga...","('BBNI',)",09/02/2024,Neutral
Baru tahu JHT yang dibayarkan tiap bulan larinya ke saham BBNI. Apakah ada data lainnya terkait kepemilikan saham BPJS Ketenagakerjaan di industri perbankan ? Menarik dibahas sih.,"('BBNI',)",08/02/2024,Neutral
"Membaca laporan tahunan Bank BNI (BBNI). Ada sosok dari Sidoarjo, masih terus menambah kepemilikan saham BBNI. ÅEÅEÅEÅEΩ§ÅEøΩ [URL]","('BBNI', 'BBNI')",08/02/2024,Positive
"Saham BBNI yang sempat menyentuh level all time high, mendorong nilai kapitalisasi pasar BNI mencapai Rp 217,26 triliun atau tumbuh 23% yoy. [URL] [HASHTAG] [HASHTAG] [HASHTAG]","('BBNI',)",07/02/2024,Positive
"Sukses Tembus ATH, Saham BBNI Digadang Mampu Capai Rp6.000 [URL]","('BBNI',)",07/02/2024,Positive
"Saham BBNI Bisa Capai Rp 6.000 Usai Tembus ATH, Dua Bank Besar Lewat! [URL] [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BBNI',)",07/02/2024,Positive
BNI (BBNI) akan menyelenggarakan RUPST pada 4 Maret 2024 [URL] [HASHTAG] [HASHTAG] [HASHTAG],"('BBNI',)",07/02/2024,Neutral
"IHSG Technical ViewÅEÅEÅEÅEÅEÅE IHSG ditutup naik 0.68% kemarin, dan disertai dengan net buy asing ~720 Miliar. Saham yang paling banyak dibeli asing adalah BBRI, BBCA, BMRI, BBNI, dan TLKM","('BBRI', 'BBCA', 'BMRI', 'BBNI', 'TLKM')",07/02/2024,Positive
"Trading Selasa (06/02/2024)ÅEÅEÅEÅE∂ÅE ÅEÅEÅEÅEÅE´ GOTO, ANTM, ASII, BRPT, BBCA, ESSA IHSG Technical ViewÅEÅEÅEÅEÅEÅE IHSG ditutup turun 0.55% kemarin, tapi disertai dengan net buy asing 412 miliar pada reguler market. Saham yang paling banyak dibeli asing adalah BMRI, BBNI, TLKM, SMGR dan ADRO.","('GOTO', 'ANTM', 'ASII', 'BRPT', 'BBCA', 'ESSA', 'BMRI', 'BBNI', 'TLKM', 'SMGR', 'ADRO')",06/02/2024,Positive
"BNI Hi-Movers, perdagangan di Bursa Efek Indonesia (BEI) 2023 resmi ditutup hari ini. Saham BNI mengalami penguatan positif sepanjang tahun. Saham BBNI ditutup pada harga Rp5.375 per lembar atau naik 16,5% secara Year to Date (YTD), dengan nilai kapitalisasi pasar mencapai Rp20 [URL]","('BBNI',)",05/02/2024,Positive
"setara dengan 1,75% dari total market cap. Rasio ini menjadi yang terbaik di Bursa Efek Indonesia tahun 2023, dan BBNI menjadi Top-7 emiten dengan tingkat likuiditas perdagangan (turnover) terbesar, total trading value mencapai Rp63 triliun. Dengan penguatan saham BBNI sepanjang","('BBNI', 'BBNI')",04/02/2024,Positive
"BNI Hi-Movers, perdagangan di Bursa Efek Indonesia (BEI) 2023 resmi ditutup hari ini. Saham BNI mengalami penguatan positif sepanjang tahun.Saham BBNI ditutup pada harga Rp5.375 per lembar atau naik 16,5% secara Year to Date (YTD), dengan nilai kapitalisasi pasar mencapai Rp200,5 [URL]","('BBNI',)",04/02/2024,Positive
"Inflasi di Januari hanya naik 2,57% , lebih rendah daripada angka Desember 2,61%ÅEÅEÅEÅEΩßÅEøΩ Harga saham $ASII, $BBNI, $BBRI dan $BMRI kompak naik hari ini ÅEÅEÅEÅE´® [HASHTAG] [HASHTAG] [HASHTAG]","('ASII', 'BBNI', 'BBRI', 'BMRI')",02/02/2024,Positive
"IHSG Technical ViewÅEÅEÅEÅEÅEÅE IHSG ditutup melemah 0.09% kemarin, tapi disertai dengan net buy asing ~1 Tr. Saham yang paling banyak dibeli asing adalah BBCA, TLKM, BBRI, BBNI, dan ADRO. Hari ini IHSG berpotensi bergerak sideways. ÅEÅEÅEÅEΩ§ÅEΩ£ ÅE¨®ÅEøΩSupport IHSG: 7130-7160 ÅE¨®ÅEøΩResist IHSG: 7230-7260","('BBCA', 'TLKM', 'BBRI', 'BBNI', 'ADRO')",02/02/2024,Positive
Pergerakan harga saham BBNI selama periode 24 Januari - 31 Januari 2024 mengalami kenaikan sebesar 6% secara week-on-week (WOW). Yuk simak informasi selengkapnya pada postingan berikut ini! Disclaimer : [URL] [URL],"('BBNI',)",01/02/2024,Positive
"Pada NGONTEN (Ngobrolin Emiten) kali ini, kita akan membahas saham PT Bank Negara Indonesia Tbk yang dikenal sebagai BBNI. [URL]","('BBNI',)",01/02/2024,Neutral
"IHSG Technical ViewÅEÅEÅEÅEÅEÅE IHSG ditutup menguat 0.22% kemarin, disertai dengan net buy asing ~1.22 Tr. Saham yang paling banyak dibeli asing adalah BBRI, BBNI, BMRI, TLKM dan BRIS. Hari ini IHSG berpotensi bergerak melemah terbatas. ÅE¨®ÅEøΩSupport IHSG: 7130-7160 ÅE¨®ÅEøΩResist IHSG: 7230-7260","('BBRI', 'BBNI', 'BMRI', 'TLKM', 'BRIS')",01/02/2024,Positive
[USERNAME] [USERNAME] Anggep aja harga bbni nya 5750 harga penutupan hari ini 4.4% gain = 413.543 Itungan d bawah total 9.3jt 9.3jt dengan harga bbni 5750 = kurang lebih 14-16 lot [URL],(),31/01/2024,Neutral
"Indeks Bisnis-27 Dibuka Hijau, Saham BRPT, BBNI, PGAS Paling Cuan [URL]","('BRPT', 'BBNI', 'PGAS')",29/01/2024,Positive
"IHSG Ada Risiko Koreksi, Saham ASII dan BBNI Masuk Rekomendasi [URL]","('ASII', 'BBNI')",29/01/2024,Positive
"[USERNAME] hold aja bbni, bbni itu mengajarkan sabar kayak fans mu",(),28/01/2024,Positive
[USERNAME] Lap keu bbni padahal bagus lo bro. Gak usah di swicth.,(),27/01/2024,Positive
[USERNAME] nitip sendal walau masih newbie. kalau dilihat $BBNI sama $BBRI kenaikan pertahun bagus si. Mungkin tahan dulu yang $BBNI? dan kalau ada kesempatan cari dana buat yang $BBRI ÅEÅEÅEÅEΩ§ÅEøΩ,"('BBNI', 'BBRI', 'BBNI', 'BBRI')",27/01/2024,Positive
[USERNAME] $BBNI nya biarin aja. $BBRI cari dana lain. Karena dua-duanya sama bagusnya. Grafiknya juga gak jauh beda.,"('BBNI', 'BBRI')",27/01/2024,Positive
Sepertinya lebih baik tarik $BBNI terus masukin ke $BBRI. Minta pendapatnya dong sepuh-sepuh shm! di sini ÅEÅEÅEÅEÅEÅE,"('BBNI', 'BBRI')",27/01/2024,Neutral
View IHSG ASII BBNI CGAS re balancing indeks LQ45 IDX80 IDX30 [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],"('ASII', 'BBNI', 'CGAS')",26/01/2024,Neutral
PT Bank Negara Indonesia (Persero) Tbk (BBNI) akan menyelenggarakan [HASHTAG] Tahunan pada 4 Maret 2024 pukul 14.00 WIB. Pemegang [HASHTAG] yang namanya tercatat dalam Daftar Pemegang Saham BBNI pada 6 Februari 2024 pukul 16.00 WIB berhak hadir atau diwakili dalam acara tersebut. [HASHTAG] [URL],"('BBNI', 'BBNI')",25/01/2024,Neutral
"IHSG Alami Koreksi, Saham BBNI &amp TPIA Berusaha Menjangkari [URL]","('BBNI', 'TPIA')",24/01/2024,Negative
Market Update ÅE¨®ÅEΩ® IHSG kembali ditutup hijau kemarin seiring kinerja Bursa Saham Asia yang juga cenderung menguat didorong kebijakan Pemerintah China yang ingin menstabilkan pasar modal. Tim Analis Bareksa merekomendasikan saham pilihan: ÅEÅEÅEÅEÅE© $ISAT ÅEÅEÅEÅEÅE© $BBNI ÅEÅEÅEÅEÅE© $AMRT [URL],"('ISAT', 'BBNI', 'AMRT')",24/01/2024,Positive
"IHSG Diprediksi Sideways, Cermati Saham BBNI-ADMR [URL]","('BBNI', 'ADMR')",24/01/2024,Neutral
"IHSG Uji Level 7.300, Saham BBCA, BBNI hingga GOTO Bisa Jadi Pilihan [URL]","('BBCA', 'BBNI', 'GOTO')",23/01/2024,Positive
"Shm! porto sender yang lagi berdarah: $SDMR, $TMAS, $ANTM, $BBNI, $ADRO, $BBRI tebak mana yang mau dilepas","('TMAS', 'ANTM', 'BBNI', 'ADRO', 'BBRI')",23/01/2024,Negative
"IHSG Berfluktuatif, Saham BBCA BBNI BBRI hingga BRPT Direkomendasi [URL]","('BBCA', 'BBNI', 'BBRI', 'BRPT')",22/01/2024,Positive
"Saham BBNI ditutup pada harga Rp5.375 per lembar atau naik 16,5% secara Year to Date (YTD), dengan nilai kapitalisasi pasar mencapai Rp200,5 triliun. Peningkatan ini merupakan peringkat kedua kebaikan saham diantara peers.","('BBNI',)",19/01/2024,Positive
"BNI Hi-Movers, perdagangan di Bursa Efek Indonesia (BEI) 2023 resmi ditutup hari ini. Saham BNI mengalami penguatan positif sepanjang tahun. Saham BBNI ditutup pada harga Rp5.375 per lembar atau naik 16,5% secara Year to Date (YTD), dengan nilai kapitalisasi pasar mencapai [URL]","('BBNI',)",19/01/2024,Positive
"Dengan outlook yang cukup baik, Tim Analis Bareksa merekomendasikan saham: ÅEÅEÅEÅEÅE©BBRI dan BBNI di tahun ini Kedua Bank ini memiliki komposisi segmen kredit konsumsi dan segmen korporasi diproyeksi menguat.","('BBNI',)",18/01/2024,Positive
"BNI Hi-Movers, perdagangan di Bursa Efek Indonesia (BEI) 2023 resmi ditutup hari ini. Saham BNI mengalami penguatan positif sepanjang tahun. Saham BBNI ditutup pada harga Rp5.375 per lembar atau naik 16,5% secara Year to Date (YTD) [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BBNI',)",18/01/2024,Positive
"BI Tahan Suku Bunga Acuan, Saham BANK hingga BBNI Direkomendasi [URL]","('BANK', 'BBNI')",17/01/2024,Positive
